"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"1910","50","Male","84","Sweater","Clothing","S","Black","Spring","Kentucky","Monthly","12","Store Pickup","Credit Card","False","False","Medium","4.3"
"1911","29","Male","38","Sandals","Footwear","S","Yellow","Fall","New York","Quarterly","13","Express","Debit Card","False","False","Medium","3.8"
"1912","65","Male","81","Jewelry","Accessories","M","Gray","Spring","Arizona","Bi-Weekly","32","Express","Debit Card","False","False","High","4.9"
"1913","29","Male","56","Sweater","Clothing","S","Charcoal","Winter","Colorado","Bi-Weekly","5","2-Day Shipping","Credit Card","False","False","Low","3.4"
"1914","49","Male","48","Skirt","Clothing","M","Peach","Winter","Kentucky","Annually","29","Express","Cash","False","False","Medium","3.6"
"1915","28","Male","97","Shorts","Clothing","L","Green","Fall","Alaska","Fortnightly","40","Standard","Credit Card","False","False","Low","3.4"
"1916","51","Male","74","Backpack","Accessories","M","Magenta","Fall","Alabama","Weekly","44","2-Day Shipping","Cash","False","False","High","4.7"
"1917","26","Male","50","Hoodie","Clothing","S","Beige","Winter","Connecticut","Bi-Weekly","3","Next Day Air","Debit Card","False","False","Low","3.0"
"1918","38","Male","71","Skirt","Clothing","L","Black","Winter","Hawaii","Bi-Weekly","35","Free Shipping","Paypal","False","False","Low","3.4"
"1919","35","Male","33","Skirt","Clothing","S","Purple","Summer","Idaho","Monthly","33","Standard","Debit Card","False","False","High","4.6"
"1920","34","Male","56","Backpack","Accessories","M","Olive","Summer","Virginia","Bi-Weekly","20","Express","Paypal","False","False","Low","3.1"
"1921","51","Male","84","Blouse","Clothing","M","Purple","Spring","Connecticut","Every 3 Months","40","Standard","Cash","False","False","Low","2.8"
"1922","47","Male","36","Shirt","Clothing","M","Green","Fall","Michigan","Annually","13","Store Pickup","Venmo","False","False","Low","3.5"
"1923","18","Male","63","Gloves","Accessories","S","Peach","Summer","Kentucky","Monthly","9","Standard","Paypal","False","False","High","4.6"
"1924","64","Male","36","Sandals","Footwear","Xl","Blue","Summer","Nebraska","Annually","7","Standard","Cash","False","False","Medium","4.3"
"1925","30","Male","63","Jacket","Outerwear","M","Gray","Fall","Michigan","Quarterly","42","Free Shipping","Paypal","False","False","High","4.8"
"1926","59","Male","32","Sneakers","Footwear","L","Black","Winter","Utah","Fortnightly","44","Express","Credit Card","False","False","Low","2.9"
"1927","66","Male","93","Backpack","Accessories","M","Silver","Spring","New Mexico","Annually","6","Express","Paypal","False","False","Low","3.0"
"1928","40","Male","29","Pants","Clothing","M","Pink","Summer","Florida","Every 3 Months","8","Standard","Cash","False","False","Low","2.9"
"1929","25","Male","92","Sunglasses","Accessories","S","Lavender","Summer","Mississippi","Weekly","10","Standard","Paypal","False","False","Medium","3.7"
"1930","59","Male","33","Jeans","Clothing","L","Brown","Fall","Hawaii","Quarterly","46","Standard","Venmo","False","False","High","4.7"
"1931","66","Male","52","Pants","Clothing","L","Turquoise","Spring","North Carolina","Weekly","26","Store Pickup","Cash","False","False","Low","3.5"
"1932","54","Male","42","Jewelry","Accessories","S","Olive","Spring","Illinois","Every 3 Months","6","Store Pickup","Debit Card","False","False","Low","2.7"
"1933","42","Male","36","Hoodie","Clothing","M","White","Spring","Maryland","Every 3 Months","47","Free Shipping","Credit Card","False","False","High","5.0"
"1934","48","Male","67","Sandals","Footwear","L","Violet","Summer","Montana","Annually","28","Next Day Air","Venmo","False","False","Medium","4.1"
"1935","34","Male","43","Jacket","Outerwear","L","Gold","Winter","Michigan","Annually","23","Free Shipping","Bank Transfer","False","False","Low","2.7"
"1936","19","Male","68","Blouse","Clothing","Xl","Violet","Spring","North Carolina","Fortnightly","45","Free Shipping","Cash","False","False","High","4.8"
"1937","70","Male","60","Jewelry","Accessories","S","Teal","Summer","Minnesota","Every 3 Months","44","2-Day Shipping","Paypal","False","False","Medium","4.3"
"1938","43","Male","53","Socks","Clothing","M","Olive","Summer","Delaware","Monthly","11","2-Day Shipping","Bank Transfer","False","False","Medium","4.5"
"1939","46","Male","23","Jeans","Clothing","L","Blue","Spring","Kentucky","Bi-Weekly","39","Standard","Debit Card","False","False","Medium","3.8"
"1940","66","Male","57","Gloves","Accessories","L","Magenta","Winter","Ohio","Every 3 Months","20","Store Pickup","Paypal","False","False","Medium","3.7"
"1941","50","Male","89","Hat","Accessories","L","Gray","Fall","Alaska","Fortnightly","48","2-Day Shipping","Paypal","False","False","Medium","3.9"
"1942","55","Male","99","Shoes","Footwear","Xl","Peach","Winter","Vermont","Quarterly","46","Standard","Credit Card","False","False","Low","3.3"
"1943","63","Male","28","Pants","Clothing","M","Cyan","Fall","Alabama","Monthly","22","Express","Paypal","False","False","Low","3.4"
"1944","32","Male","53","Socks","Clothing","L","Violet","Summer","Wisconsin","Annually","45","Next Day Air","Cash","False","False","Medium","3.8"
"1945","30","Male","45","Hoodie","Clothing","M","Gold","Winter","Arkansas","Every 3 Months","49","Free Shipping","Cash","False","False","Low","2.7"
"1946","35","Male","38","Hoodie","Clothing","M","Gold","Winter","Georgia","Every 3 Months","9","2-Day Shipping","Credit Card","False","False","Low","2.9"
"1947","59","Male","49","Pants","Clothing","M","White","Summer","Louisiana","Quarterly","41","Standard","Credit Card","False","False","Medium","4.5"
"1948","59","Male","32","Shirt","Clothing","M","Gray","Summer","New York","Monthly","2","Store Pickup","Paypal","False","False","Low","2.6"
"1949","54","Male","37","T-Shirt","Clothing","L","Brown","Winter","Connecticut","Bi-Weekly","39","Next Day Air","Paypal","False","False","Low","3.1"
"1950","63","Male","80","Dress","Clothing","L","Gray","Winter","Nebraska","Quarterly","12","Store Pickup","Paypal","False","False","High","4.7"
"1951","43","Male","78","Backpack","Accessories","L","Blue","Summer","Arkansas","Every 3 Months","26","Free Shipping","Paypal","False","False","High","4.6"
"1952","33","Male","53","Gloves","Accessories","L","Gold","Summer","Connecticut","Bi-Weekly","32","Next Day Air","Bank Transfer","False","False","Low","2.7"
"1953","57","Male","82","Shoes","Footwear","L","Yellow","Summer","Maryland","Bi-Weekly","50","2-Day Shipping","Cash","False","False","High","4.6"
"1954","25","Male","33","Skirt","Clothing","Xl","Green","Spring","Colorado","Fortnightly","3","Standard","Paypal","False","False","High","4.8"
"1955","26","Male","77","Gloves","Accessories","M","Pink","Winter","Colorado","Quarterly","3","Free Shipping","Venmo","False","False","Medium","4.2"
"1956","50","Male","56","Hoodie","Clothing","M","Pink","Winter","Maine","Monthly","37","Express","Cash","False","False","High","4.9"
"1957","70","Male","37","Socks","Clothing","M","Pink","Winter","Oklahoma","Fortnightly","20","Express","Credit Card","False","False","High","4.9"
"1958","68","Male","54","Gloves","Accessories","M","Cyan","Spring","South Carolina","Bi-Weekly","26","Store Pickup","Cash","False","False","Medium","4.5"
"1959","39","Male","67","Shorts","Clothing","M","Gray","Winter","Nevada","Quarterly","47","Store Pickup","Cash","False","False","Low","2.7"
"1960","46","Male","90","Shoes","Footwear","M","White","Fall","Colorado","Every 3 Months","7","Store Pickup","Credit Card","False","False","Low","3.1"
"1961","57","Male","72","Jeans","Clothing","L","Red","Summer","Massachusetts","Annually","40","2-Day Shipping","Credit Card","False","False","Low","3.3"
"1962","47","Male","59","Boots","Footwear","L","Black","Summer","Nevada","Quarterly","45","Free Shipping","Debit Card","False","False","Low","2.6"
"1963","40","Male","45","Hat","Accessories","M","Silver","Fall","Iowa","Fortnightly","20","Standard","Paypal","False","False","Medium","4.4"
"1964","52","Male","30","Shorts","Clothing","L","Pink","Spring","Michigan","Weekly","11","Standard","Credit Card","False","False","Medium","3.9"
"1965","40","Male","51","Pants","Clothing","S","Cyan","Summer","West Virginia","Monthly","50","Express","Debit Card","False","False","High","4.6"
"1966","67","Male","90","Sweater","Clothing","M","White","Fall","Indiana","Quarterly","25","Express","Debit Card","False","False","High","4.9"
"1967","67","Male","95","Jacket","Outerwear","Xl","Purple","Winter","Indiana","Fortnightly","5","Express","Credit Card","False","False","Medium","3.7"
"1968","37","Male","81","Dress","Clothing","L","Yellow","Fall","Georgia","Annually","4","Standard","Venmo","False","False","Medium","3.7"
"1969","67","Male","70","Shirt","Clothing","S","Blue","Spring","Minnesota","Weekly","25","Standard","Credit Card","False","False","Medium","4.2"
"1970","64","Male","32","Dress","Clothing","S","Cyan","Winter","Louisiana","Fortnightly","11","Next Day Air","Bank Transfer","False","False","Low","3.5"
"1971","28","Male","94","Belt","Accessories","M","Indigo","Spring","Maryland","Bi-Weekly","4","Next Day Air","Credit Card","False","False","Low","2.9"
"1972","54","Male","29","Hat","Accessories","Xl","Indigo","Spring","Pennsylvania","Monthly","1","Next Day Air","Venmo","False","False","Low","3.4"
"1973","54","Male","31","Backpack","Accessories","M","Silver","Summer","Louisiana","Every 3 Months","48","Express","Paypal","False","False","Low","3.3"
"1974","24","Male","20","Skirt","Clothing","Xl","Red","Fall","Maryland","Every 3 Months","9","Standard","Venmo","False","False","Medium","4.5"
"1975","27","Male","44","Gloves","Accessories","M","Peach","Winter","Tennessee","Fortnightly","2","2-Day Shipping","Paypal","False","False","High","4.6"
"1976","53","Male","77","Jacket","Outerwear","L","Turquoise","Fall","Illinois","Quarterly","4","Express","Cash","False","False","Low","2.9"
"1977","32","Male","51","Handbag","Accessories","M","Pink","Spring","Wyoming","Fortnightly","43","Next Day Air","Paypal","False","False","Low","3.2"
"1978","24","Male","49","Sandals","Footwear","M","Teal","Summer","Florida","Annually","32","Free Shipping","Bank Transfer","False","False","Low","2.6"
"1979","45","Male","78","Sunglasses","Accessories","L","Magenta","Spring","Massachusetts","Quarterly","1","Store Pickup","Cash","False","False","Medium","3.8"
"1980","49","Male","98","Jeans","Clothing","L","Blue","Spring","Tennessee","Fortnightly","38","Store Pickup","Debit Card","False","False","Low","2.8"
"1981","51","Male","94","Sandals","Footwear","M","Green","Winter","Iowa","Fortnightly","25","Store Pickup","Paypal","False","False","Medium","4.4"
"1982","69","Male","91","Shoes","Footwear","L","Violet","Summer","Michigan","Quarterly","42","Express","Paypal","False","False","High","4.7"
"1983","41","Male","77","Sunglasses","Accessories","M","Turquoise","Summer","Kansas","Monthly","32","2-Day Shipping","Paypal","False","False","Low","2.7"
"1984","59","Male","97","Scarf","Accessories","M","Pink","Summer","Georgia","Quarterly","21","Next Day Air","Debit Card","False","False","Low","2.6"
"1985","26","Male","58","Skirt","Clothing","M","Black","Summer","West Virginia","Fortnightly","26","2-Day Shipping","Paypal","False","False","Low","3.4"
"1986","23","Male","97","Gloves","Accessories","M","Gold","Spring","Tennessee","Fortnightly","6","2-Day Shipping","Credit Card","False","False","Medium","3.9"
"1987","62","Male","48","Coat","Outerwear","L","Green","Summer","Arkansas","Quarterly","14","2-Day Shipping","Venmo","False","False","Low","3.4"
"1988","69","Male","23","Belt","Accessories","Xl","White","Summer","Vermont","Quarterly","4","Express","Cash","False","False","Low","3.4"
"1989","46","Male","79","Pants","Clothing","M","Gold","Winter","Virginia","Weekly","26","Free Shipping","Bank Transfer","False","False","Medium","3.9"
"1990","35","Male","42","Jewelry","Accessories","S","Charcoal","Spring","Maryland","Bi-Weekly","39","Express","Paypal","False","False","Medium","4.0"
"1991","32","Male","95","Backpack","Accessories","L","White","Spring","Connecticut","Annually","15","2-Day Shipping","Paypal","False","False","Low","3.4"
"1992","46","Male","29","Sneakers","Footwear","M","Brown","Summer","Missouri","Every 3 Months","1","Next Day Air","Venmo","False","False","Medium","3.7"
"1993","33","Male","98","Hoodie","Clothing","L","Gold","Winter","New Jersey","Monthly","28","2-Day Shipping","Venmo","False","False","High","4.9"
"1994","32","Male","96","Blouse","Clothing","S","Purple","Spring","Arkansas","Weekly","17","Express","Cash","False","False","High","5.0"
"1995","33","Male","66","Sunglasses","Accessories","M","Brown","Fall","Nevada","Weekly","24","Next Day Air","Credit Card","False","False","Low","2.9"
"1996","67","Male","80","Boots","Footwear","S","Teal","Spring","Missouri","Quarterly","29","Standard","Debit Card","False","False","Low","3.0"
"1997","67","Male","27","Sneakers","Footwear","L","Indigo","Summer","South Dakota","Every 3 Months","18","Next Day Air","Cash","False","False","Low","3.3"
"1998","42","Male","25","Backpack","Accessories","M","Purple","Fall","Connecticut","Bi-Weekly","10","Express","Debit Card","False","False","High","4.7"
"1999","20","Male","45","Pants","Clothing","M","Orange","Fall","Vermont","Quarterly","19","2-Day Shipping","Cash","False","False","Low","3.4"
"2000","39","Male","89","Socks","Clothing","L","Indigo","Winter","Tennessee","Monthly","26","2-Day Shipping","Debit Card","False","False","High","4.6"
"2001","26","Male","27","Belt","Accessories","M","Lavender","Winter","California","Bi-Weekly","25","2-Day Shipping","Cash","False","False","Medium","3.6"
"2002","51","Male","90","Sunglasses","Accessories","S","Purple","Winter","Wyoming","Fortnightly","2","Free Shipping","Debit Card","False","False","Low","2.6"
"2003","31","Male","65","Shirt","Clothing","M","Red","Summer","New York","Every 3 Months","19","Express","Paypal","False","False","Low","2.7"
"2004","68","Male","72","Sneakers","Footwear","S","Blue","Spring","Maine","Quarterly","32","Express","Cash","False","False","Low","3.1"
"2005","44","Male","70","Shoes","Footwear","L","Blue","Fall","Georgia","Bi-Weekly","13","2-Day Shipping","Cash","False","False","Low","3.2"
"2006","18","Male","82","Sandals","Footwear","M","Cyan","Winter","Tennessee","Fortnightly","30","Store Pickup","Paypal","False","False","Low","3.4"
"2007","58","Male","97","Scarf","Accessories","S","Pink","Fall","New Mexico","Annually","2","Express","Credit Card","False","False","Medium","4.4"
"2008","26","Male","25","Shirt","Clothing","M","Silver","Summer","Virginia","Quarterly","8","2-Day Shipping","Paypal","False","False","Low","3.2"
"2009","57","Male","48","Skirt","Clothing","M","Gray","Spring","Florida","Every 3 Months","27","Free Shipping","Paypal","False","False","Low","2.5"
"2010","37","Male","99","Boots","Footwear","M","Indigo","Summer","Alabama","Bi-Weekly","26","Next Day Air","Venmo","False","False","Medium","3.8"
"2011","24","Male","21","Sweater","Clothing","M","Maroon","Summer","Texas","Bi-Weekly","3","2-Day Shipping","Debit Card","False","False","Medium","4.4"
"2012","57","Male","94","Sandals","Footwear","M","Beige","Spring","West Virginia","Monthly","4","Express","Bank Transfer","False","False","Medium","3.7"
"2013","48","Male","53","Jeans","Clothing","L","Green","Fall","Nevada","Fortnightly","5","Store Pickup","Cash","False","False","Low","3.2"
